id,age,sex,childadult,season,Protein(g),fat(g),carbohydrate(g),Calcium(g),Iron(g),Zinc(g),VitaminA(mcg),FoodWeight(g),Folate(mcg),Energy(Kcal),VitaminA(RE),VitaminC(mcg),SpeciesCount,ddscount10,ddscount21,ddscount27,VitA_NAR,VitC_NAR,simpson,entropy,dissimilarity,zsimpson,zentropy,zdds,zdissimilarity,zMAR,zddscount10,zspeciescount,zfd,Zn_NAR,Ca_NAR,Fe_NAR,Folate_NAR,Mean_NAR,meanprob,fd
1374,12,female,child,lean & wet,66.36357635,30.29857135,238.0413553,1867.84917,75.02804637,8.892956892,0,887.1039254,153.3845696,1485.540352,467.3556008,13.51557308,9.0,7,8,10,1.0,1.0,0.91446745,2.63098,0.31626719,0.45739076,0.2240409,-0.35087323,-0.7318247,1.762989,1.4269232,-0.010200406,1.0408219,1.0,1.0,1.0,1.0,1.0,0.13010846,0.5547061
1376,12,male,child,lean & wet,52.9945,36.133,270.1405,176.3,14.5282519,7.599883818,0,1007.5,390.7982593,1584.135,620.3398633,374.032959,5.0,4,4,5,1.0,1.0,0.80903041,1.8613586,0.33734876,-1.2631819,-1.3786685,-0.20954883,-0.60100079,0.348317,-0.4662821,-0.62916136,-1.3458735,1.0,0.35260001,0.31096503,1.0,0.77726084,0.13862789,0.22900966
1377,22,female,adult,lean & wet,67.62975951,11.1964716,427.2041088,547.1057232,26.34103964,28.29876173,0,2573.11624,399.204542,2053.426304,569.3881731,496.4856709,9.0,4,4,5,1.0,1.0,0.87427551,2.2703493,0.67553979,-0.19848092,-0.52695996,0.49496707,1.4976797,0.57636505,-0.18032002,-0.012272364,0.27269521,1.0,0.68388218,0.19511881,1.0,0.81316686,0.1388628,0.44988495
1378,12,male,child,lean & wet,23.30702087,26.3353361,151.4761692,31.8218,7.262813484,3.985059574,0,321.7928963,84.33720581,901.1907852,28.11502198,26.45861413,4.0,3,4,4,0.14797381,1.0,0.93175411,2.7187388,0.13163762,0.73948282,0.40679547,-0.26167667,-1.8775631,-1.787654,-1.3653207,-0.52918136,-1.3895116,0.58603817,0.063643597,0.14525627,0.70281005,0.44095364,0.08162012,0.22305465
1379,20,female,adult,lean & wet,102.266166,54.41479227,370.0892377,372.2190455,13.94924584,17.80787224,0,1211.221838,372.4590294,2376.383568,1768.994084,110.4263486,12.0,6,8,10,1.0,1.0,0.93095851,3.0694566,0.36569014,0.7264998,1.1371529,0.21695183,-0.4251253,0.27699327,0.35350919,0.47724193,0.75831658,1.0,0.4652738,0.1309121,1.0,0.76603097,0.13526219,0.51615447
1380,12,male,child,lean & wet,74.47129546,33.47760005,32.20502122,210.3022661,5.207589824,8.875887647,0,650.3663541,71.63710206,726.6255011,426.5352584,7.411069364,7.0,7,7,8,1.0,0.57008225,0.76278055,1.6356028,0.59475249,-2.0179098,-1.8487971,0.18044478,0.99634552,-0.60214853,1.3830178,-0.39819497,-0.19041903,1.0,0.42060453,0.17800152,0.59697586,0.62761068,0.080625266,0.38668683
1381,19,female,adult,lean & wet,99.10246413,12.82792233,380.6752205,486.8859957,19.3495565,21.0918694,0,1798.717849,595.5532592,2023.446695,148.441769,107.0071234,9.0,5,5,6,0.5497843,1.0,0.9358992,2.789907,0.39470547,0.80712432,0.55500072,0.04364362,-0.24506755,-0.033000298,0.085126966,-0.010298488,-0.013106992,1.0,0.60860747,0.14494428,1.0,0.71722269,0.11147392,0.41088343
1382,12,male,child,lean & wet,64.31488942,37.21873544,175.5026971,110.0525455,7.946713567,8.85499835,0,500.7168627,80.16328784,1287.954861,800.5920798,1.012360741,3.0,3,3,4,1.0,0.077873901,0.87889034,2.2356775,0.30424601,-0.12317389,-0.5991627,-0.55706787,-0.80642343,-1.2006208,-0.91021377,-0.9857226,-1.5569417,1.0,0.2201051,0.23428349,0.6680274,0.53338164,0.083166793,0.20020658
1383,22,female,adult,lean & wet,137.1213358,57.35816955,526.2634913,544.0010254,16.30825729,21.33385759,0,1721.04765,388.1502322,3166.033034,1195.26914,208.2372395,10.0,4,6,8,1.0,1.0,0.9308061,2.7605889,0.3645345,0.72401273,0.49394679,0.025991865,-0.43229675,0.51396334,-0.19671276,0.16300575,0.20752503,1.0,0.68000126,0.14004909,1.0,0.80334175,0.13746209,0.44099161
1384,12,male,child,lean & wet,56.22179562,20.10825548,389.4075621,1613.82784,76.39836788,12.38230949,0,849.4598542,85.29099271,1961.464672,74.53588811,43.46013869,5.0,4,5,6,0.39229414,1.0,0.89852571,2.3386202,0.19653532,0.19724575,-0.38478816,-0.33907866,-1.4748336,0.81353277,-0.48085341,-0.75499362,-1.3613133,1.0,1.0,1.0,0.71075827,0.85050875,0.084071808,0.22690268
1388,12,male,child,lean & wet,94.32926657,136.516545,147.2780136,408.0242284,16.59065605,8.711544071,0,924.1213306,364.369489,2194.713932,3422.452457,171.0475804,12.0,6,7,9,1.0,1.0,0.92588508,2.8923292,0.48627293,0.64370912,0.76829141,0.08931756,0.32316405,1.0571307,0.66110808,0.53762764,1.0551842,1.0,0.81604844,0.51713014,1.0,0.88886309,0.14357916,0.55666602
1389,18,female,adult,lean & wet,38.2067546,6.160034612,319.1870898,172.1203023,6.144030603,7.968175971,0,515.2500576,77.57503497,1484.046648,278.5120019,55.25772721,7.0,3,3,4,0.76304656,1.0,0.6294111,1.32681,0.75170654,-4.1942968,-2.4918473,-0.10529311,1.9703406,0.0,-0.28743592,-0.30272132,0.14551386,,0.21515037,0.046345957,0.24242198,,0.076647744,0.43252936
1390,12,male,child,lean & wet,38.3288975,25.40160131,89.11078103,249.3786302,4.639426032,5.371221021,0,382.7509782,49.8115489,721.9045967,393.6446984,2.169437762,5.0,5,5,7,1.0,0.16687983,0.90526807,2.4225469,0.15550879,0.30727082,-0.21001381,-0.37558571,-1.7294281,-1.4044858,0.2371394,-0.66061938,-1.3663337,0.78988546,0.49875727,0.13708062,0.41509625,0.50128323,0.080722831,0.22621758
1391,20,female,adult,lean & wet,109.5500796,49.47296571,505.0128559,439.0204109,15.94601076,16.33189355,0,1233.652461,231.6140808,2885.874528,1092.117943,247.7684722,12.0,6,7,8,1.0,1.0,0.89225024,2.6617227,0.40771183,0.094839498,0.28806138,0.14112949,-0.1643552,0.082741097,0.47134557,0.48481718,1.3251715,1.0,0.54877549,0.14010693,0.72379398,0.7354461,0.11008403,0.59350938
1392,12,female,child,lean & wet,51.37741083,26.04902622,292.0153017,2065.059871,93.47427768,8.747127856,0,777.2126946,81.43897339,1605.288248,223.4119219,11.33932651,7.0,5,7,8,1.0,0.87225586,0.89067239,2.3738792,0.37364265,0.069091313,-0.3113625,-0.35352102,-0.37577513,1.2876126,0.27666262,-0.43137789,-0.78709012,1.0,1.0,1.0,0.67865813,0.9251523,0.077372767,0.3052631
1394,12,female,child,lean & wet,19.29325113,11.68315687,55.98395461,87.48500537,2.212114929,2.634329415,0,499.3735789,74.05046148,403.8246885,1.057236357,0.449051086,6.0,5,6,7,0.005564402,0.034542393,0.65000331,1.4026753,0.68833369,-3.8582633,-2.3338604,-0.40647629,1.5770736,-3.2504678,0.27101645,-0.30493945,-1.5318592,0.38740137,0.17497002,0.044242296,0.61708719,0.2106346,0.008372298,0.20362943
1396,12,male,child,lean & wet,78.33902,42.95775517,364.7823948,179.0875089,10.6146796,11.83246846,0,784.1331351,51.67931488,2136.695673,22.8657808,9.760900661,5.0,4,4,6,0.12034622,0.75083852,0.91722721,2.5251544,0.11724009,0.50242579,0.003662678,-0.36435276,-1.9669086,-1.5065134,-0.41216007,-0.40446085,-1.3895116,1.0,0.35817501,0.2512936,0.43066096,0.48521906,0.055340324,0.22305465
1397,21,female,adult,lean & wet,158.7136031,51.17645853,550.0862362,512.2742083,21.3697388,32.32884545,0,1999.522895,503.6325209,3288.128988,2269.899679,310.1513173,8.0,6,7,8,1.0,1.0,0.89891553,2.4538014,0.42951941,0.20360692,-0.14492735,0.14112949,-0.029025936,0.52031225,0.63631654,-0.20755744,-0.38262469,1.0,0.64034277,0.18570547,1.0,0.80434138,0.13894461,0.36045781
1398,12,female,child,lean & wet,105.5723741,59.33267019,435.5235621,458.4921551,10.88774047,17.74091704,0,1136.208134,130.831668,2696.140718,498.0948353,36.02392814,6.0,5,6,9,1.0,1.0,0.85315007,2.1430247,0.42965195,-0.54321599,-0.79210889,-0.28291395,-0.028203502,0.9176265,0.20326234,-0.6098789,-0.96199441,1.0,0.91698432,0.28440517,1.0,0.86689824,0.14149803,0.28139508
1400,12,female,child,lean & wet,106.5984953,66.52534655,372.4279577,611.3342123,13.87502142,17.26780479,0,1122.397371,280.2732458,2493.685336,1571.055144,162.7013946,10.0,5,6,8,1.0,1.0,0.88331378,2.4502025,0.48543498,-0.05099006,-0.152422,-0.11161163,0.31796405,1.093979,0.15809293,0.14225957,0.40641627,1.0,1.0,0.36798909,1.0,0.89466482,0.16270053,0.46813297
1401,20,female,adult,lean & wet,103.1660606,58.71795381,562.3661875,294.4892941,18.00671073,22.18618323,0,1509.761494,155.1439145,3182.332784,939.9297625,217.7582739,5.0,5,5,6,1.0,1.0,0.85275245,2.0158973,0.34820727,-0.54970461,-1.0568472,-0.066679887,-0.53361714,-0.34319562,0.25869751,-0.92658305,-0.79843724,1.0,0.36811161,0.15735966,0.48482475,0.66838264,0.11111113,0.30371463
1402,12,male,child,lean & wet,63.40726552,48.44060055,141.844281,428.0897614,18.06673124,8.17064048,0,562.2825548,56.16228546,1256.201062,366.9016196,6.689121893,5.0,4,5,7,1.0,0.51454782,0.92165244,2.5593731,0.093554206,0.57463878,0.0749221,-0.34160608,-2.1138937,-0.075754561,-0.37469098,-0.48535302,-1.0455356,1.0,0.85617954,0.42420015,0.46801904,0.71049106,0.089597851,0.26999477
1404,12,female,child,lean & wet,100.8752225,14.71844996,574.5548652,4315.414216,200.442659,18.22088859,0,1224.599042,154.1437752,2698.262326,82.76178381,18.42265036,6.0,4,5,7,0.43558833,1.0,0.92514569,2.6647489,0.27922502,0.6316433,0.29436344,-0.11161164,-0.96169382,1.1655359,-0.32056895,-0.42691523,-1.2598182,1.0,1.0,1.0,1.0,0.90593141,0.11144742,0.24075304
1406,12,female,child,lean & wet,29.595929,19.85839072,88.14410208,173.2706034,3.635356538,3.638498396,0,327.6509776,38.04015948,648.8351116,130.496855,3.522700886,7.0,4,7,9,0.68682557,0.27097699,0.88076794,2.2974427,0.29304817,-0.092534207,-0.47053888,-0.48061368,-0.87591279,-2.1943624,-0.37469098,-0.41083607,-0.78709012,0.53507328,0.3465412,0.10508774,0.31700134,0.37691769,0.038805168,0.3052631
1407,21,female,adult,lean & wet,112.6563733,61.11445615,590.425125,325.1699989,20.00865685,22.99495894,0,1524.773323,214.2206663,3360.556099,2251.127916,39.65233318,6.0,5,6,7,1.0,1.0,0.82311785,1.9578743,0.49300507,-1.0332963,-1.1776781,-0.12846105,0.36494103,-0.093320303,0.18971151,-0.51229829,-0.78492737,1.0,0.40646249,0.17044993,0.66943955,0.70772535,0.10190639,0.30555823
1408,12,male,child,lean & wet,52.89352626,48.77084207,231.1095,733.1204736,10.83070821,9.986069806,0,669.398947,82.13931578,1421.080684,497.682456,74.11368423,6.0,4,6,8,1.0,1.0,0.93486971,2.7672539,0.11536644,0.79032463,0.50782639,-0.21270809,-1.9785357,0.65893364,-0.33942595,-0.50225323,-1.0338622,1.0,1.0,0.27250892,0.68449432,0.82616723,0.13849804,0.27158776
1412,12,female,child,lean & wet,60.13416404,24.90549534,320.3628428,162.2673107,9.895806415,11.37058038,0,889.1587887,52.14621136,1742.68438,176.5806953,26.66353856,4.0,3,4,5,0.92937207,1.0,0.83335614,1.8919191,0.33959898,-0.86622292,-1.3150274,-0.07054121,-0.58703673,-0.44524777,-1.2136184,-1.0975614,-1.4703872,1.0,0.32453462,0.22542928,0.43455178,0.6523146,0.094228901,0.21201809
1414,12,male,child,lean & wet,41.45873677,24.85684204,411.693,2350.906684,21.62394736,9.484536836,0,639.1052628,83.99805262,1513.398525,58.78578918,1.776631567,5.0,3,4,5,0.30939889,0.13666397,0.83319092,1.9643703,0.43383408,-0.86891913,-1.1641505,-0.097570471,-0.002250847,-0.77838445,-1.1170806,-0.72067571,-1.501191,1.0,1.0,0.45312807,0.69998378,0.59986246,0.083492957,0.2078145
1415,19,female,adult,lean & wet,106.2179401,26.15828371,675.656904,406.4218196,18.25165915,26.66918819,0,1860.477213,122.2954035,3352.968657,332.610098,336.199225,10.0,5,5,6,1.0,1.0,0.85465312,2.0545714,0.60812134,-0.5186885,-0.97630978,0.27002746,1.0793073,-0.31598747,0.15809293,0.18256645,0.13132459,1.0,0.50802726,0.14579901,0.38217312,0.67266655,0.10769179,0.43059304
1416,12,male,child,lean & wet,126.6331092,64.65338108,309.1622397,397.8437945,13.95051092,15.3604537,0,1240.255132,237.2371285,2325.061825,1835.31753,96.73999716,7.0,5,6,8,1.0,1.0,0.88763756,2.3460674,0.52999336,0.019567486,-0.36927953,-0.091392346,0.59447581,0.93094814,0.1505647,-0.35605794,-0.82033092,1.0,0.79568762,0.41828689,1.0,0.86899573,0.14287484,0.30072695
1418,12,male,child,lean & wet,52.17647083,20.51462052,87.57980613,137.2674792,5.223756361,6.745505547,0,415.7635951,55.07558909,743.8597288,411.2124599,5.520107083,9.0,6,8,10,1.0,0.42462361,0.87980813,2.2579889,0.549963,-0.10819691,-0.55269992,0.080050386,0.71839952,-1.0829887,0.6941635,-0.010710428,-0.932459,0.9919861,0.27453497,0.16130847,0.45896325,0.55190271,0.080559157,0.28542557
1419,23,female,adult,lean & wet,82.55654892,52.14162548,390.9117579,242.7653686,12.9856518,15.6106242,0,1037.349525,212.5647367,2342.189317,554.1554449,62.79732353,12.0,7,8,10,1.0,1.0,0.87976551,2.5375376,0.41313639,-0.10889236,0.029450303,0.17272213,-0.13069253,-0.27169245,0.99884617,0.54541934,1.0566692,1.0,0.30345672,0.110123,0.6642648,0.67964077,0.10889982,0.55686867
1420,12,male,child,lean & wet,39.45463152,24.62669521,204.0426881,733.4971458,6.43112786,6.518219526,0,715.1046358,90.24408598,1100.445702,278.1072998,30.27328561,8.0,6,8,11,1.0,1.0,0.88734746,2.340873,0.35531855,0.014833562,-0.38009673,-0.0357893,-0.48948732,0.56122178,0.90902364,-0.23297264,-0.82996786,0.95856172,1.0,0.15409939,0.75203407,0.81078255,0.13715251,0.29941186
1421,21,female,adult,lean & wet,70.30736156,14.91147982,508.7313513,262.1261056,14.91603189,19.90821679,0,1460.036317,256.0868825,2442.010903,500.9087821,191.179508,10.0,5,6,7,1.0,1.0,0.9024756,2.5286353,0.56631535,0.26170182,0.010911553,0.5202412,0.81987584,-0.098425239,0.14173849,0.170875,0.46192309,1.0,0.32765764,0.11360024,0.80027151,0.70692158,0.11063576,0.47570762
1422,12,male,child,lean & wet,20.6028512,8.297912902,123.0555899,236.8178772,3.655849366,4.462115972,0,576.0617065,124.7940853,647.4553018,173.6749624,118.8215554,5.0,4,5,5,0.91407877,1.0,0.86329544,2.0657251,0.21595472,-0.37765902,-0.95308262,0.11866361,-1.3543245,-0.22259234,-0.52456737,-1.1324904,-1.066877,0.65619355,0.47363576,0.080321141,1.0,0.68737155,0.10307047,0.26708245
1423,20,female,adult,lean & wet,84.53204741,37.23265393,550.6483173,880.746679,14.88581522,22.05086158,0,1522.910496,165.692444,2761.596057,382.6316881,70.42671127,10.0,7,7,8,1.0,1.0,0.90467572,2.5766046,0.37393388,0.29760453,0.11080602,-0.17479692,-0.37396789,0.3214874,0.95128208,0.14903383,0.40969694,1.0,1.0,0.12043045,0.51778889,0.77303654,0.13143896,0.46858066
1424,12,female,child,lean & wet,60.98542688,25.56346388,373.843981,861.0051607,12.80427029,10.78216153,0,994.5714336,123.5437009,1865.986951,636.7471867,62.7319201,8.0,6,7,10,1.0,1.0,0.95260018,3.1176178,0.24395798,1.0796591,1.237447,-0.2291912,-1.1805472,1.0052592,0.98554075,-0.1317825,-0.34880754,1.0,1.0,0.28417552,1.0,0.88069594,0.15508962,0.36507261
1426,12,female,child,lean & wet,11.03,9.104,56.692,20.80799999,1.359944,2.3800936,0,104.48,14.526,353.144,9.04,0.192000002,2.0,2,2,4,0.047578946,0.014769231,0.92475235,2.6518459,0.14298782,0.62522477,0.26749343,-0.59181976,-1.8071283,-3.9467139,-0.8824296,-0.78738803,-1.7103097,0.35001376,0.041616,0.03103888,0.12105,0.10101113,0.002788995,0.17927746
1428,12,female,child,lean & wet,51.24658692,13.80069823,265.3125359,233.5294395,8.59917371,10.17673706,0,656.4115932,193.2933703,1390.293201,943.5879083,141.7320337,8.0,4,7,8,1.0,1.0,0.82236624,2.0952709,0.58443117,-1.0455616,-0.89155453,0.19167772,0.9322955,0.3530426,-0.27477339,-0.1553151,0.12879956,1.0,0.46705887,0.20097031,1.0,0.77800488,0.13871811,0.43024847
1429,21,female,adult,lean & wet,49.78529406,7.482991368,311.5270758,583.2837715,12.97496299,11.63295499,0,740.5828434,604.4089154,1511.888621,3132.405827,501.5160057,7.0,2,2,3,1.0,1.0,0.81036913,1.9689981,0.69594818,-1.2413361,-1.1545132,-0.48061368,1.6243262,0.5195002,-0.4412148,-0.29908866,0.1664322,1.0,0.7291047,0.096176267,1.0,0.80421352,0.13708642,0.43538395
1430,12,male,child,lean & wet,24.05367035,3.997163277,161.0756813,175.2969018,5.151936937,6.265856753,0,457.1210489,238.692809,775.0483333,661.6197823,135.5568792,7.0,4,5,7,1.0,1.0,0.82557082,1.9778172,0.52577347,-0.99326754,-1.1361477,0.033714518,0.5682888,0.044254769,-0.27976927,-0.34510231,-0.086163044,0.92144954,0.35059381,0.10427541,1.0,0.72938645,0.13612731,0.40091395
1431,21,female,adult,lean & wet,123.3429466,56.16466777,390.0024501,471.7351575,20.69380312,26.26544804,0,1894.53857,211.1116151,2541.715536,652.6507918,69.02457476,9.0,5,7,8,1.0,1.0,0.88226259,2.53093,0.61000299,-0.068143845,0.015690349,0.040033035,1.0909841,0.1053603,0.094001204,-0.010131485,0.18797775,1.0,0.58966893,0.18465196,0.65972382,0.73900747,0.11113466,0.43832412
1432,12,female,child,lean & wet,58.46291377,37.14207177,210.7585636,70.96027747,6.345027124,9.405508576,0,471.8143537,27.81236838,1411.634846,171.6631568,6.268000013,4.0,3,4,6,0.9034903,0.48215383,0.84251547,2.0369675,0.42708209,-0.71675658,-1.0129693,-0.39323747,-0.044151004,-1.4856633,-0.79643708,-0.82317102,-1.3985533,1.0,0.14192055,0.17167686,0.23176974,0.48850188,0.065058298,0.2218208
1433,23,female,adult,lean & wet,75.63995529,14.07250403,462.4266957,343.2070681,18.17130685,23.37801421,0,1699.748286,310.667199,2264.742924,745.2266871,205.1039403,7.0,5,5,6,1.0,1.0,0.86352134,2.1273909,0.66866124,-0.37397265,-0.82466578,0.18044478,1.4549941,0.21634391,0.11382691,-0.34510231,0.1318769,1.0,0.42900884,0.13904671,0.97083497,0.75648177,0.12181332,0.43066841
1434,12,female,child,lean & wet,66.34673906,27.88686418,327.5759376,165.2139529,9.883782115,11.76945251,0,748.336857,150.9217941,1826.672484,587.1762544,75.84000008,6.0,4,5,8,1.0,1.0,0.85411888,2.2162361,0.43954125,-0.52740645,-0.63964868,-0.07054121,0.033165634,0.25713265,-0.26228368,-0.48027962,-1.0772297,1.0,0.33042791,0.24699564,1.0,0.76290393,0.13807715,0.26566967
1436,12,male,child,lean & wet,14.75571857,4.791707003,48.53676312,157.6920555,12.00543211,2.794255593,0,118.2425337,244.0197916,296.7281547,1313.596869,3.61182086,5.0,3,5,6,1.0,0.27783236,0.93245709,2.7675285,0.11508582,0.75095433,0.50839835,-0.44354498,-1.9802772,-1.0901107,-1.2046947,-0.26646832,-1.4305229,0.41091993,0.31538412,0.30055162,1.0,0.55078137,0.083081774,0.21745811
1437,19,female,adult,lean & wet,97.20303826,50.40500196,516.467061,224.1726863,14.050682,19.4402811,0,1221.912797,68.24946715,2906.452344,366.346099,21.55250799,9.0,4,5,6,1.0,0.65310633,0.80578256,1.9641002,0.57179266,-1.316182,-1.1647128,-0.004898725,0.85386586,-1.1256007,-0.27771214,-0.011550461,-0.30061635,1.0,0.28021586,0.12455914,0.21327959,0.54519349,0.08007808,0.37164894
1438,12,female,child,lean & wet,55.67849067,30.12026256,360.031694,1787.051783,99.49087841,10.70791811,0,563.1500855,205.421509,1935.525612,0.925612831,5.244294159,4.0,3,4,4,0.004871646,0.40340725,0.85287118,1.982288,0.26481116,-0.5477671,-1.1268374,-0.83894444,-1.0511405,0.078085899,-1.3653207,-1.0975614,-1.4734005,1.0,1.0,1.0,1.0,0.73471314,0.083339758,0.21160689
1440,12,male,child,lean & wet,39.48587243,8.319804272,238.8858625,86.4240428,4.591129545,8.162230075,0,440.4327671,36.44193872,1188.897178,2.390000004,24.96000002,5.0,3,5,7,0.012578947,1.0,0.78522331,1.8673449,0.59432083,-1.6516778,-1.3662025,-0.10529312,0.99366683,-1.8454922,-0.72817105,-0.60399491,-1.1041167,1.0,0.17284809,0.10197259,0.30368283,0.43184707,0.080563165,0.26200059
1441,20,female,adult,lean & wet,78.36574503,30.31275558,365.2288782,254.9376562,11.03783475,15.742639,0,992.5154132,91.07725081,2042.066895,420.5274277,36.64640522,4.0,4,4,5,1.0,1.0,0.92314768,2.7692549,0.27326506,0.5990389,0.51199353,0.019813742,-0.99867898,-0.67102975,-0.26228368,-0.70557517,-1.1192355,1.0,0.31867206,0.097303651,0.28461641,0.61676538,0.089116298,0.25993744
1442,12,male,child,lean & wet,58.44891948,22.58311683,273.3747928,118.2595629,6.87136508,10.35421208,0,732.828,72.92425305,1530.032334,113.3118223,22.7093104,5.0,4,5,5,0.59637803,1.0,0.85992688,2.0664227,0.28226638,-0.43262875,-0.95162982,-0.31380454,-0.94282037,-0.77507317,-0.52456737,-1.1324904,-1.1841117,1.0,0.23651913,0.16170362,0.60770214,0.60038382,0.085241623,0.25108421
1444,12,male,child,lean & wet,69.7113722,36.27728279,277.8980932,464.191061,10.20027809,7.509071552,0,738.7588806,168.2404747,1656.328602,626.189382,48.46536329,8.0,6,9,10,1.0,1.0,0.90776783,2.4982049,0.2851941,0.34806308,-0.05245851,0.135297,-0.92465204,0.87754834,1.0026805,-0.21744113,-0.77284819,1.0,0.9283821,0.23514578,1.0,0.86058795,0.1485969,0.3072066
1445,21,female,adult,lean & wet,117.4196994,54.04538596,532.4199785,425.6371424,16.50413069,23.71331803,0,1529.778007,311.2634209,3081.615432,1274.623047,78.236185,11.0,4,6,8,1.0,1.0,0.92326701,2.9899123,0.37489551,0.60098612,0.97150469,-0.035789303,-0.36800039,0.32759592,-0.14571315,0.26973456,0.53837794,1.0,0.53204644,0.13924542,0.97269821,0.77399832,0.12090307,0.48614091
1446,12,male,child,lean & wet,149.6565715,167.4182959,313.1399146,457.5201897,12.56511015,20.55503121,0,1292.449547,99.18274393,3356.018469,106.5202728,12.77841666,7.0,4,5,8,0.560633,0.98295516,0.88921887,2.3802719,0.50604451,0.045372088,-0.2980499,-0.28291395,0.44585869,0.35002166,-0.23605531,-0.31634378,0.087209456,1.0,0.91504037,0.38002411,0.82652289,0.77752924,0.080040812,0.42457294
1448,12,male,child,lean & wet,64.12554874,38.59283459,276.365,366.5561987,22.03410918,9.368297981,0,660.7105255,119.6838332,1695.399706,624.071467,7.882217534,6.0,4,5,7,1.0,0.60632443,0.93438679,2.7905681,0.14567594,0.78244412,0.55637747,-0.48489085,-1.7904469,0.54626542,-0.37885422,-0.42691523,-1.2142949,1.0,0.73311239,0.51376414,0.9973653,0.80842769,0.099239506,0.2469653
1449,21,female,adult,lean & wet,192.112189,76.99767613,690.5124106,317.2300298,20.33605242,37.54825782,0,1912.079369,81.88232626,4219.185426,124.9020005,8.124905338,6.0,3,4,5,0.46259999,0.24620925,0.87305528,2.2606702,0.5505743,-0.21839316,-0.54711628,-0.15935163,0.72219306,-1.890067,-0.58513743,-0.52856171,-0.63703299,1.0,0.39653754,0.18774381,0.25588226,0.4248288,0.055655707,0.3257404
1450,12,male,child,lean & wet,52.44963119,27.63542084,147.597,101.7249525,5.69939577,8.382736793,0,514.6421032,57.23368412,1048.905312,1221.568423,9.4100463,5.0,4,4,4,1.0,0.72384971,0.86910701,2.0953038,0.16325638,-0.28282297,-0.89148605,-0.1902422,-1.6813496,-0.81161898,-0.52456737,-0.88082588,-1.501191,1.0,0.2034499,0.16353118,0.47694737,0.5946297,0.081950381,0.2078145
1452,12,female,child,lean & wet,34.12289825,18.29927453,282.6035237,2082.707803,75.46366044,7.521353083,0,691.1121246,74.27821579,1342.254881,118.0768553,7.380128626,5.0,4,5,6,0.62145716,0.56770217,0.91561872,2.5340576,0.16433252,0.47617763,0.022203414,-0.45281217,-1.6746714,0.50136018,-0.48959622,-0.37749681,-1.4305229,1.0,1.0,1.0,0.61898512,0.80135739,0.058127671,0.21745811
1453,20,female,adult,lean & wet,105.9504217,23.7024587,765.5726338,355.28371,16.40770947,23.39921165,0,1562.6619,230.2224898,3698.916134,1711.180658,64.5707388,14.0,6,8,9,1.0,1.0,0.92300612,2.7973261,0.41058752,0.5967288,0.57045072,0.29277417,-0.14650983,-0.039957926,0.42421103,0.77942097,0.74869907,1.0,0.44410464,0.13321352,0.71944529,0.71612722,0.11006988,0.51484203
1454,12,male,child,lean & wet,22.38928571,3.191238095,156.678,1133.564857,62.16600971,4.543161314,0,332.0799999,52.47979674,744.8182857,277.7852249,7.829571468,5.0,4,5,6,1.0,0.60227472,0.92921978,2.7046821,0.20437275,0.69812638,0.37752292,-0.31380454,-1.4261975,0.39505526,-0.33942595,-0.33308542,-1.6037942,0.66811198,1.0,1.0,0.43733165,0.78461975,0.081886418,0.19381292
1455,22,female,adult,lean & wet,46.24744885,25.69959668,359.4112916,111.3093594,8.022452053,10.37708026,0,570.3730697,106.2587651,1833.793124,343.3426683,7.233455856,5.0,3,3,4,1.0,0.21919563,0.77403212,1.8018903,0.46137822,-1.8343011,-1.5025094,-0.36940759,0.16867726,-1.675801,-0.62060028,-0.61772203,-0.98720866,1.0,0.1391367,0.0609979,0.33205864,0.45856482,0.068411097,0.27795425
1456,12,male,child,lean & wet,21.05,44.70873081,113.6455,146.06625,3.78378784,2.375416912,0,260.0308542,67.81568163,921.3805773,219.8124251,0.57748344,3.0,2,2,5,1.0,0.044421803,0.85156763,1.9720511,0.27222121,-0.56903911,-1.1481553,-0.68449152,-1.0051568,-2.1116314,-0.735358,-0.56327003,-1.5569417,0.34932601,0.2921325,0.088650756,0.56513065,0.38994363,0.039166849,0.20020658
1458,12,male,child,lean & wet,5.926897812,4.725266371,27.61628103,137.9054198,0.577267442,0.776818394,0,186.3820657,19.4134381,175.4215835,43.74294243,4.646069344,4.0,3,3,5,0.23022601,0.35738996,0.66613686,1.1925501,0.79749095,-3.5949881,-2.7714388,-0.18406409,2.2544606,-3.3660631,-1.1377672,-0.39198619,-1.5574511,0.114238,0.27581084,0.015161748,0.16177864,0.19243421,0.000375737,0.20013706
1460,12,female,child,lean & wet,101.337,14.387,391.043,161.2799999,12.19308,18.640872,0,973.1999999,59.042,2099.748,3.500000008,1.530000048,3.0,3,3,5,0.018421052,0.11769231,0.87964261,2.254241,0.42152551,-0.11089798,-0.56050485,-0.2211328,-0.078632973,-2.1885452,-0.76799285,-0.95051819,-1.5569417,1.0,0.32256001,0.3163116,0.49201667,0.3778336,0.055295933,0.20020658
1462,12,female,child,lean & wet,19.14322736,2.770409119,105.3564559,36.69636471,2.519255198,3.734725727,0,261.3630396,29.24060791,523.5524152,6.468195039,6.048182377,3.0,3,3,4,0.034043133,0.4652448,0.76440978,1.5376941,0.47226563,-1.991323,-2.0526886,-0.20259845,0.23624027,-3.0780444,-0.75851148,-0.93878341,-1.5569417,0.54922438,0.073392726,0.061118439,0.24367173,0.23778254,0.030704543,0.20020658
